x,y,z,plane,run,total_cost,subgradient_port1,subgradient_port2,subgradient_port3
0.0,0.0,0.0,xy,48,5590.57612990895,1040.0,1059.0,2165.0
0.0,0.0,0.0,xy,49,5382.9885801252985,889.0,1176.0,2091.0
0.0,0.0,0.0,xy,50,5586.103858029637,862.0,1133.0,2183.0
0.0,0.0,0.0,xy,51,5348.219984495724,1069.0,955.0,1943.0
0.0,0.0,0.0,xy,52,5327.4432604738395,917.0,1094.0,2139.0
0.0,0.0,0.0,xy,53,5637.8300433456,959.0,1074.0,2016.0
0.0,0.0,0.0,xy,54,5351.213676292271,902.0,1157.0,2129.0
0.0,0.0,0.0,xy,55,5195.808073995078,1031.0,1029.0,1924.0
0.0,0.0,0.0,xy,56,5815.525867464414,969.0,1203.0,2054.0
0.0,0.0,0.0,xy,57,5425.461709752247,847.0,1055.0,2202.0
0.0,0.0,0.0,xy,58,5515.128126899471,1004.0,1006.0,2118.0
0.0,0.0,0.0,xy,59,5638.790663917509,1116.0,1087.0,1939.0
0.0,0.0,0.0,xy,60,5650.2650948194,821.0,1094.0,2239.0
0.0,0.0,0.0,xy,61,5080.134253564935,909.0,1053.0,2062.0
0.0,0.0,0.0,xy,62,5231.613086390358,823.0,1156.0,2104.0
0.0,0.0,0.0,xy,63,5774.933032367853,865.0,991.0,2269.0
0.0,0.0,0.0,xy,64,5407.209591155472,938.0,1094.0,1908.0
0.0,0.0,0.0,xy,65,5437.407567247417,927.0,1137.0,2019.0
0.0,0.0,0.0,xy,66,5345.920054055711,811.0,1045.0,2204.0
0.0,0.0,0.0,xy,67,5485.30249735323,917.0,1108.0,2070.0
0.0,0.0,0.0,xy,68,5587.479768156517,1050.0,941.0,2155.0
0.0,0.0,0.0,xy,69,5423.905421481866,996.0,1100.0,2115.0
0.0,0.0,0.0,xy,70,5544.911652383218,998.0,1090.0,2021.0
0.0,0.0,0.0,xy,71,5630.522975280446,1153.0,1004.0,1858.0
0.0,0.0,0.0,xy,72,5302.779499398927,816.0,1111.0,2157.0
0.0,0.0,0.0,xy,73,5693.098215639892,776.0,1090.0,2168.0
0.0,0.0,0.0,xy,74,5434.8899240068695,976.0,1113.0,1993.0
0.0,0.0,0.0,xy,75,5349.868644369899,809.0,948.0,2257.0
0.0,0.0,0.0,xy,76,5154.0600613374345,998.0,1122.0,1968.0
0.0,0.0,0.0,xy,77,5433.030605515307,948.0,1063.0,2064.0
0.0,0.0,0.0,xy,78,5569.485837049571,1014.0,1080.0,2010.0
0.0,0.0,0.0,xy,79,5401.137515636365,917.0,1129.0,2170.0
0.0,0.0,0.0,xy,80,5373.6549675178585,996.0,945.0,2027.0
0.0,0.0,0.0,xy,81,5657.987252910321,1089.0,1113.0,1883.0
0.0,0.0,0.0,xy,82,5202.076771747039,827.0,1047.0,2164.0
0.0,0.0,0.0,xy,83,5306.421300407368,946.0,1091.0,2076.0
0.0,0.0,0.0,xy,84,5346.110163923259,867.0,1083.0,2125.0
0.0,0.0,0.0,xy,85,5596.944964501441,838.0,1007.0,2235.0
0.0,0.0,0.0,xy,86,5569.365575901371,851.0,1072.0,2172.0
0.0,0.0,0.0,xy,87,5319.086794061513,832.0,1151.0,2178.0
0.0,0.0,0.0,xy,88,5661.57383385947,854.0,1082.0,2132.0
0.0,0.0,0.0,xy,89,5366.44433812446,861.0,988.0,2238.0
0.0,0.0,0.0,xy,90,5607.660684196692,1055.0,1142.0,1907.0
0.0,0.0,0.0,xy,91,5174.305369268263,853.0,1110.0,2189.0
0.0,0.0,0.0,xy,92,5158.038059841452,716.0,1096.0,2218.0
0.0,0.0,0.0,xy,93,5184.354657596888,1032.0,1091.0,2025.0
0.0,0.0,0.0,xy,94,5451.218974003545,970.0,1068.0,2055.0
0.0,0.0,0.0,xy,95,5087.270561323728,924.0,1056.0,2016.0
0.0,0.0,0.0,xy,96,5402.732955341762,1060.0,1104.0,1907.0
0.0,0.0,0.0,xy,97,5356.580153429772,944.0,1022.0,2114.0
0.0,0.0,0.0,xy,98,5548.966297317935,944.0,1055.0,2226.0
0.0,0.0,0.0,xy,99,5581.090099678768,1031.0,1082.0,1918.0
0.0,0.0,0.0,xy,100,5095.279194518487,868.0,1112.0,1961.0
0.0,0.0,0.0,xy,101,5413.317139283479,889.0,1070.0,2025.0
0.0,0.0,0.0,xy,102,5504.309413993169,805.0,997.0,2272.0
0.0,0.0,0.0,xy,103,5439.237076713385,1031.0,1014.0,2063.0
0.0,0.0,0.0,xy,104,5545.094034282949,860.0,1166.0,2059.0
0.0,0.0,0.0,xy,105,5372.018982665977,1037.0,1153.0,2049.0
0.0,0.0,0.0,xy,106,5520.548915102836,993.0,1106.0,2011.0
0.0,0.0,0.0,xy,107,5399.46912468162,1143.0,1021.0,2033.0
0.0,0.0,0.0,xy,108,5351.669496436288,1001.0,1073.0,1926.0
0.0,0.0,0.0,xy,109,5431.3425971611905,1070.0,1080.0,1847.0
0.0,0.0,0.0,xy,110,5321.879779386248,907.0,1033.0,2087.0
0.0,0.0,0.0,xy,111,5501.185158849904,920.0,1058.0,2060.0
0.0,0.0,0.0,xy,112,5081.76495777438,914.0,1065.0,2074.0
0.0,0.0,0.0,xy,113,5323.760023019754,1029.0,1095.0,2046.0
0.0,0.0,0.0,xy,114,5559.494770296864,822.0,1112.0,2159.0
0.0,0.0,0.0,xy,115,5635.7804378087085,851.0,1141.0,2140.0
0.0,0.0,0.0,xy,116,5380.0733318419125,965.0,1056.0,1996.0
0.0,0.0,0.0,xy,117,5415.188568891639,815.0,1100.0,2093.0
0.0,0.0,0.0,xy,118,5611.729928602172,1044.0,1106.0,1989.0
0.0,0.0,0.0,xy,119,5255.573337530524,967.0,1108.0,2050.0
0.0,0.0,0.0,xy,120,5278.381230754685,931.0,997.0,2239.0
0.0,0.0,0.0,xy,121,5605.9032083281845,972.0,1014.0,2229.0
0.0,0.0,0.0,xy,122,5352.252017988338,998.0,1037.0,1995.0
0.0,0.0,0.0,xy,123,5246.772639344457,795.0,1087.0,2119.0
0.0,0.0,0.0,xy,124,5168.9901130727185,1024.0,1074.0,1957.0
0.0,0.0,0.0,xy,125,5452.244070061283,902.0,991.0,2299.0
0.0,0.0,0.0,xy,126,5371.484749677402,956.0,1083.0,2103.0
0.0,0.0,0.0,xy,127,5562.829307738054,963.0,1067.0,2094.0
0.0,0.0,0.0,xy,128,5290.622670659561,773.0,1110.0,2208.0
0.0,0.0,0.0,xy,129,5413.200213899404,922.0,1017.0,2053.0
0.0,0.0,0.0,xy,130,5505.285891183832,868.0,1107.0,2110.0
0.0,0.0,0.0,xy,131,5514.051130292079,922.0,1097.0,2080.0
0.0,0.0,0.0,xy,132,5859.96985435762,1172.0,1038.0,1873.0
0.0,0.0,0.0,xy,133,5042.482026354058,828.0,1023.0,2160.0
0.0,0.0,0.0,xy,134,5220.813755567983,927.0,1089.0,2054.0
0.0,0.0,0.0,xy,135,5283.227766123404,897.0,1049.0,2065.0
0.0,0.0,0.0,xy,136,5231.011625148764,939.0,1082.0,2017.0
0.0,0.0,0.0,xy,137,5499.990688317141,1041.0,1075.0,2030.0
0.0,0.0,0.0,xy,138,5375.164627081084,1046.0,1098.0,1957.0
0.0,0.0,0.0,xy,139,5452.038184863834,728.0,1139.0,2256.0
0.0,0.0,0.0,xy,140,5157.4645021169235,715.0,1096.0,2198.0
0.0,0.0,0.0,xy,141,5402.476547368358,957.0,1021.0,1994.0
0.0,0.0,0.0,xy,142,5443.85164908234,836.0,1174.0,2161.0
0.0,0.0,0.0,xy,143,5154.584893282503,932.0,1104.0,2103.0
0.0,0.0,0.0,xy,144,5257.934577661694,818.0,1049.0,2119.0
0.0,0.0,0.0,xy,145,5346.972517855194,997.0,1062.0,1958.0
0.0,0.0,0.0,xy,146,5350.700086541481,806.0,1077.0,2099.0
0.0,0.0,0.0,xy,147,5418.911326292602,797.0,1068.0,2131.0
0.0,0.0,0.0,xy,148,5427.272637044356,832.0,1071.0,2154.0
0.0,0.0,0.0,xy,149,5053.06736975608,955.0,1044.0,2019.0
0.0,0.0,0.0,xy,150,5325.191800096125,978.0,1090.0,1978.0
0.0,0.0,0.0,xy,151,5537.596319238299,936.0,1035.0,2114.0
0.0,0.0,0.0,xy,152,5443.289022189401,818.0,1065.0,2247.0
0.0,0.0,0.0,xy,153,5837.422037742359,900.0,1110.0,2087.0
0.0,0.0,0.0,xy,154,5802.228640367104,1000.0,1153.0,1974.0
0.0,0.0,0.0,xy,155,5232.683980934125,1034.0,1041.0,2057.0
0.0,0.0,0.0,xy,156,5180.069746093235,856.0,1077.0,2114.0
0.0,0.0,0.0,xy,157,5334.261533733779,967.0,1100.0,2081.0
0.0,0.0,0.0,xy,158,5495.901992271912,1097.0,1017.0,2078.0
0.0,0.0,0.0,xy,159,5558.145323023635,1087.0,1055.0,1927.0
0.0,0.0,0.0,xy,160,5125.136418889311,856.0,1065.0,2130.0
0.0,0.0,0.0,xy,161,5963.983699673932,1073.0,1052.0,1961.0
0.0,0.0,0.0,xy,162,5626.317282717042,914.0,1110.0,2067.0
0.0,0.0,0.0,xy,163,5401.982531970702,935.0,1071.0,2113.0
0.0,0.0,0.0,xy,164,5048.187870461829,872.0,1077.0,2027.0
0.0,0.0,0.0,xy,165,5421.03569511125,956.0,1105.0,2066.0
0.0,0.0,0.0,xy,166,5512.391578213401,966.0,1010.0,2135.0
0.0,0.0,0.0,xy,167,5813.449909414243,961.0,1173.0,2121.0
0.0,0.0,0.0,xy,168,6021.8427503588755,1161.0,1053.0,1896.0
0.0,0.0,0.0,xy,169,5413.316931063566,964.0,1125.0,2018.0
0.0,0.0,0.0,xy,170,5582.281796012188,1019.0,1047.0,2036.0
0.0,0.0,0.0,xy,171,5340.689033784146,999.0,1091.0,1993.0
0.0,0.0,0.0,xy,172,5498.977069873435,989.0,1003.0,2095.0
0.0,0.0,0.0,xy,173,5214.496633775239,917.0,1077.0,1936.0
0.0,0.0,0.0,xy,174,5376.150552616782,965.0,1100.0,2034.0
0.0,0.0,0.0,xy,175,5439.77967569354,959.0,1020.0,2026.0
0.0,0.0,0.0,xy,176,5800.327633004704,755.0,1037.0,2371.0
0.0,0.0,0.0,xy,177,5556.21232795486,1089.0,1040.0,1952.0
0.0,0.0,0.0,xy,178,5734.847984613103,898.0,1055.0,2176.0
0.0,0.0,0.0,xy,179,5392.1348954152445,1016.0,1092.0,2101.0
0.0,0.0,0.0,xy,180,5475.4999358018595,1042.0,980.0,2095.0
0.0,0.0,0.0,xy,181,5461.015245229901,813.0,1028.0,2200.0
0.0,0.0,0.0,xy,182,5630.792847606586,1086.0,1015.0,1957.0
0.0,0.0,0.0,xy,183,5133.270597054713,989.0,1061.0,1897.0
0.0,0.0,0.0,xy,184,5268.436672552412,969.0,1121.0,2036.0
0.0,0.0,0.0,xy,185,5662.147368538534,821.0,1071.0,2242.0
0.0,0.0,0.0,xy,186,5470.632519840788,1228.0,878.0,1884.0
0.0,0.0,0.0,xy,187,5519.487387863162,914.0,1023.0,2140.0
0.0,0.0,0.0,xy,188,5311.509512099574,751.0,1048.0,2391.0
0.0,0.0,0.0,xy,189,5432.393653839336,1089.0,951.0,2099.0
0.0,0.0,0.0,xy,190,5724.142083650386,1010.0,1054.0,2037.0
0.0,0.0,0.0,xy,191,5207.094979442192,936.0,1053.0,2157.0
0.0,0.0,0.0,xy,192,5072.145280298517,892.0,1094.0,2146.0
0.0,0.0,0.0,xy,193,5389.645605991671,837.0,1036.0,2176.0
0.0,0.0,0.0,xy,194,5711.102082331519,856.0,1001.0,2254.0
0.0,0.0,0.0,xy,195,5681.961763780086,893.0,1100.0,2155.0
0.0,0.0,0.0,xy,196,5585.647980822516,927.0,1121.0,2068.0
0.0,0.0,0.0,xy,197,4874.929999741569,899.0,1051.0,1993.0
0.0,0.0,0.0,xy,198,5628.381849694088,893.0,1035.0,2259.0
0.0,0.0,0.0,xy,199,5312.95541134207,948.0,1057.0,2026.0
0.0,0.0,0.0,xy,200,5324.198259034297,926.0,1069.0,2015.0
0.0,0.0,0.0,xy,201,5211.126485731346,923.0,1047.0,2118.0
0.0,0.0,0.0,xy,202,5204.197450886872,1044.0,1072.0,2024.0
0.0,0.0,0.0,xy,203,5557.872333615676,1002.0,1017.0,2032.0
0.0,0.0,0.0,xy,204,5335.354118304468,994.0,1024.0,2033.0
0.0,0.0,0.0,xy,205,5523.541670182882,992.0,968.0,2142.0
0.0,0.0,0.0,xy,206,5901.543415720668,1202.0,866.0,2103.0
0.0,0.0,0.0,xy,207,5442.105349516827,858.0,1064.0,2056.0
0.0,0.0,0.0,xy,208,5340.800386937113,801.0,1052.0,2114.0
0.0,0.0,0.0,xy,209,5660.799401303997,836.0,979.0,2209.0
0.0,0.0,0.0,xy,210,5631.054171670996,906.0,1117.0,2125.0
0.0,0.0,0.0,xy,211,5311.97662769842,1012.0,1042.0,2103.0
0.0,0.0,0.0,xy,212,5542.82319554336,1128.0,1136.0,1832.0
0.0,0.0,0.0,xy,213,5430.64386783334,970.0,1077.0,2109.0
0.0,0.0,0.0,xy,214,5387.110642076092,728.0,1046.0,2294.0
0.0,0.0,0.0,xy,215,5161.738502834074,813.0,1126.0,2172.0
0.0,0.0,0.0,xy,216,5428.107094414181,888.0,1091.0,2214.0
0.0,0.0,0.0,xy,217,5812.435821493233,942.0,1047.0,2255.0
0.0,0.0,0.0,xy,218,5639.983197815271,955.0,1097.0,2097.0
0.0,0.0,0.0,xy,219,5604.618307390994,786.0,1103.0,2107.0
0.0,0.0,0.0,xy,220,5461.01940504449,984.0,1074.0,2032.0
0.0,0.0,0.0,xy,221,5144.096141637758,850.0,1065.0,2088.0
0.0,0.0,0.0,xy,222,5378.120894924339,721.0,1158.0,2255.0
0.0,0.0,0.0,xy,223,5244.942177277791,795.0,1067.0,2147.0
0.0,0.0,0.0,xy,224,5486.6294986694065,950.0,1096.0,2096.0
0.0,0.0,0.0,xy,225,5333.8265575084715,972.0,1083.0,2014.0
0.0,0.0,0.0,xy,226,5361.547453969975,1020.0,1052.0,1933.0
0.0,0.0,0.0,xy,227,5511.276228572869,1070.0,1158.0,1923.0
0.0,0.0,0.0,xy,228,5189.632127660916,855.0,1043.0,2143.0
0.0,0.0,0.0,xy,229,5426.659242416708,866.0,1074.0,2093.0
0.0,0.0,0.0,xy,230,5223.526835109106,849.0,1088.0,2053.0
0.0,0.0,0.0,xy,231,5486.1102838323495,929.0,1062.0,2045.0
0.0,0.0,0.0,xy,232,5195.082630455271,1080.0,1027.0,1949.0
0.0,0.0,0.0,xy,233,5341.174246745615,848.0,1103.0,2195.0
0.0,0.0,0.0,xy,234,5308.976390103079,951.0,1115.0,2058.0
0.0,0.0,0.0,xy,235,5296.539994912513,1022.0,1035.0,1996.0
0.0,0.0,0.0,xy,236,5720.0661321119605,909.0,1086.0,2013.0
0.0,0.0,0.0,xy,237,5457.546350487517,806.0,1070.0,2208.0
0.0,0.0,0.0,xy,238,5138.17978310081,941.0,1016.0,2094.0
0.0,0.0,0.0,xy,239,5102.605479497451,844.0,1023.0,2155.0
0.0,0.0,0.0,xy,240,5280.749600812791,953.0,1124.0,2037.0
0.0,0.0,0.0,xy,241,4940.105256595412,1004.0,997.0,2001.0
0.0,0.0,0.0,xy,242,5366.7243608630115,1136.0,1082.0,1920.0
0.0,0.0,0.0,xy,243,5103.267469159542,866.0,1061.0,2106.0
0.0,0.0,0.0,xy,244,5430.937846646486,870.0,1096.0,2076.0
0.0,0.0,0.0,xy,245,5234.560782347313,969.0,1013.0,2160.0
0.0,0.0,0.0,xy,246,5340.2015665597755,977.0,1025.0,2058.0
0.0,0.0,0.0,xy,247,5048.973408592152,753.0,1103.0,2073.0
0.0,0.0,0.0,xy,248,5401.530217564891,972.0,1126.0,2030.0
0.0,0.0,0.0,xy,249,5626.163676771709,799.0,1085.0,2143.0
0.0,0.0,0.0,xy,250,5998.818113056629,961.0,1020.0,2144.0
0.0,0.0,0.0,xy,251,5781.201059042094,1152.0,1089.0,1916.0
0.0,0.0,0.0,xy,252,5604.0154241840455,877.0,1087.0,2143.0
0.0,0.0,0.0,xy,253,5367.274727298566,894.0,1075.0,2150.0
0.0,0.0,0.0,xy,254,5333.4291447394535,918.0,1065.0,2095.0
0.0,0.0,0.0,xy,255,5322.008573270574,1029.0,1055.0,1960.0
0.0,0.0,0.0,xy,256,5179.23641202119,1034.0,1031.0,1955.0
0.0,0.0,0.0,xy,257,5611.49384118656,1129.0,1095.0,1817.0
0.0,0.0,0.0,xy,258,5324.039610876316,918.0,1028.0,2049.0
0.0,0.0,0.0,xy,259,5570.691739876287,972.0,1022.0,2008.0
0.0,0.0,0.0,xy,260,5346.667497419338,887.0,1110.0,2162.0
0.0,0.0,0.0,xy,261,5399.099933018059,786.0,1083.0,2209.0
0.0,0.0,0.0,xy,262,5718.793152527341,1187.0,857.0,2043.0
0.0,0.0,0.0,xy,263,5346.473688236316,1212.0,882.0,1931.0
0.0,0.0,0.0,xy,264,5523.2731574532045,813.0,1080.0,2117.0
0.0,0.0,0.0,xy,265,5525.624219145508,1002.0,1005.0,2090.0
0.0,0.0,0.0,xy,266,5366.0596530322155,960.0,1049.0,2043.0
0.0,0.0,0.0,xy,267,5747.4689516939625,838.0,1068.0,2273.0
0.0,0.0,0.0,xy,268,5469.713021994524,899.0,1072.0,2154.0
0.0,0.0,0.0,xy,269,5334.926850696791,900.0,1042.0,2113.0
0.0,0.0,0.0,xy,270,5370.032247774106,1065.0,932.0,1996.0
0.0,0.0,0.0,xy,271,5672.038485841618,857.0,1138.0,2111.0
0.0,0.0,0.0,xy,272,5562.065360254552,905.0,953.0,2165.0
0.0,0.0,0.0,xy,273,5405.293236456259,873.0,1097.0,2165.0
0.0,0.0,0.0,xy,274,5634.495721196585,782.0,1148.0,2176.0
0.0,0.0,0.0,xy,275,5435.540100721142,1021.0,1118.0,1961.0
0.0,0.0,0.0,xy,276,5354.074457073446,1047.0,959.0,2012.0
0.0,0.0,0.0,xy,277,5117.590287470248,888.0,1089.0,2006.0
0.0,0.0,0.0,xy,278,5446.722628939349,773.0,1067.0,2155.0
0.0,0.0,0.0,xy,279,5445.117488121265,1010.0,1162.0,1958.0
0.0,0.0,0.0,xy,280,5935.768350975633,1329.0,1085.0,1733.0
0.0,0.0,0.0,xy,281,5477.341293211395,984.0,1023.0,2113.0
0.0,0.0,0.0,xy,282,5283.930774784344,1015.0,1039.0,1997.0
0.0,0.0,0.0,xy,283,5260.0564272205265,890.0,1128.0,2136.0
0.0,0.0,0.0,xy,284,5674.669721268277,1135.0,1010.0,1956.0
0.0,0.0,0.0,xy,285,5316.112116979325,1024.0,1006.0,1989.0
0.0,0.0,0.0,xy,286,5670.097695407882,1148.0,1093.0,1899.0
0.0,0.0,0.0,xy,287,5307.125496325462,1021.0,991.0,2042.0
0.0,0.0,0.0,xy,288,5246.080120401599,987.0,994.0,2083.0
0.0,0.0,0.0,xy,289,5476.188161045244,1211.0,1080.0,1857.0
0.0,0.0,0.0,xy,290,5509.567568282925,1164.0,1081.0,1887.0
0.0,0.0,0.0,xy,291,5052.893817729901,922.0,1059.0,2013.0
0.0,0.0,0.0,xy,292,5336.597790094823,1017.0,1004.0,2048.0
0.0,0.0,0.0,xy,293,5313.60426680507,951.0,1034.0,2078.0
0.0,0.0,0.0,xy,294,5271.395825473749,722.0,1070.0,2321.0
0.0,0.0,0.0,xy,295,5481.154276815672,929.0,1170.0,2086.0
0.0,0.0,0.0,xy,296,5335.690249004548,878.0,1070.0,2196.0
0.0,0.0,0.0,xy,297,5264.347911989931,806.0,1006.0,2218.0
0.0,0.0,0.0,xy,298,5229.556167200768,747.0,1093.0,2225.0
0.0,0.0,0.0,xy,299,5576.595985982367,903.0,1069.0,2158.0
0.0,0.25,0.0,xy,0,5757.9238370427065,1103.0,1015.0,1991.0
0.0,0.25,0.0,xy,1,5615.212039903579,1062.0,1002.0,2026.0
0.0,0.25,0.0,xy,2,5650.37219849267,1115.0,996.0,1914.0
0.0,0.25,0.0,xy,3,5802.973976965772,1159.0,1077.0,1888.0
0.0,0.25,0.0,xy,4,5900.075155660728,1217.0,1086.0,1811.0
0.0,0.25,0.0,xy,5,5632.091178321803,1023.0,973.0,2005.0
0.0,0.25,0.0,xy,6,5729.4593814116815,957.0,1055.0,2053.0
0.0,0.25,0.0,xy,7,5842.203174555911,881.0,1034.0,2085.0
0.0,0.25,0.0,xy,8,5322.139950615578,879.0,1028.0,2112.0
0.0,0.25,0.0,xy,9,5475.747258232369,981.0,1003.0,2128.0
0.0,0.25,0.0,xy,10,5733.718046985008,1283.0,885.0,1760.0
0.0,0.25,0.0,xy,11,5621.935429845658,942.0,1063.0,1998.0
0.0,0.25,0.0,xy,12,5654.257959170924,1102.0,894.0,1996.0
0.0,0.25,0.0,xy,13,5829.348793682095,1017.0,1019.0,2030.0
0.0,0.25,0.0,xy,14,5783.397993920264,1042.0,1078.0,1896.0
0.0,0.25,0.0,xy,15,5702.168239775646,991.0,1121.0,2028.0
0.0,0.25,0.0,xy,16,5719.4286150171665,937.0,912.0,2216.0
0.0,0.25,0.0,xy,17,5581.708993742826,1043.0,1006.0,1985.0
0.0,0.25,0.0,xy,18,5605.4232579913805,1000.0,947.0,2087.0
0.0,0.25,0.0,xy,19,5651.9623016856585,1113.0,1023.0,1918.0
0.0,0.25,0.0,xy,20,5858.461570975861,902.0,1000.0,2242.0
0.0,0.25,0.0,xy,21,5736.839666081527,1099.0,1006.0,1951.0
0.0,0.25,0.0,xy,22,5961.199039537807,898.0,1086.0,2087.0
0.0,0.25,0.0,xy,23,5828.204749435938,948.0,1042.0,2111.0
0.0,0.25,0.0,xy,24,5997.8555960680405,945.0,1078.0,2050.0
0.0,0.25,0.0,xy,25,5836.9359118296725,1163.0,1002.0,1857.0
0.0,0.25,0.0,xy,26,5408.4261808004685,837.0,1033.0,2123.0
0.0,0.25,0.0,xy,27,5472.668428921832,1059.0,1020.0,1981.0
0.0,0.25,0.0,xy,28,5695.177555253881,1159.0,973.0,1875.0
0.0,0.25,0.0,xy,29,6121.4747734222165,1137.0,1051.0,1948.0
0.0,0.25,0.0,xy,30,5514.092686122992,937.0,1041.0,2069.0
0.0,0.25,0.0,xy,31,5838.991682417664,753.0,1083.0,2298.0
0.0,0.25,0.0,xy,32,6126.589002243949,845.0,901.0,2330.0
0.0,0.25,0.0,xy,33,5724.565132161077,970.0,1085.0,2005.0
0.0,0.25,0.0,xy,34,5724.369949979018,882.0,1034.0,2137.0
0.0,0.25,0.0,xy,35,5754.571480199853,936.0,1070.0,2103.0
0.0,0.25,0.0,xy,36,5672.545640927297,1075.0,1006.0,1880.0
0.0,0.25,0.0,xy,37,5821.357779920327,1082.0,1032.0,2011.0
0.0,0.25,0.0,xy,38,5661.756841587289,898.0,1142.0,2047.0
0.0,0.25,0.0,xy,39,5451.524817456417,1064.0,1102.0,1928.0
0.0,0.25,0.0,xy,40,5963.221274142506,1218.0,767.0,2064.0
0.0,0.25,0.0,xy,41,5680.630870790755,769.0,1082.0,2218.0
0.0,0.25,0.0,xy,42,5797.394523298361,1162.0,1051.0,1832.0
0.0,0.25,0.0,xy,43,5486.201581412135,1164.0,1011.0,1850.0
0.0,0.25,0.0,xy,44,5657.588215390213,954.0,979.0,2199.0
0.0,0.25,0.0,xy,45,5832.571536274247,1126.0,1065.0,1917.0
0.0,0.25,0.0,xy,46,5618.578468863865,805.0,1004.0,2277.0
0.0,0.25,0.0,xy,47,5839.02786517853,924.0,1044.0,1993.0
0.0,0.25,0.0,xy,48,5852.745243847111,1077.0,1022.0,2165.0
0.0,0.25,0.0,xy,49,5674.82531607596,938.0,1127.0,2091.0
0.0,0.25,0.0,xy,50,5866.747920998462,886.0,1108.0,2184.0
0.0,0.25,0.0,xy,51,5585.509144675901,1078.0,946.0,1943.0
0.0,0.25,0.0,xy,52,5598.156510119221,939.0,1072.0,2139.0
