,"Port1,Warehouse1","Port1,Warehouse2","Port1,Warehouse3","Port1,Warehouse4","Port1,Warehouse5","Port1,Warehouse6","Port1,Warehouse7","Port2,Warehouse1","Port2,Warehouse2","Port2,Warehouse3","Port2,Warehouse4","Port2,Warehouse5","Port2,Warehouse6","Port2,Warehouse7","Port3,Warehouse1","Port3,Warehouse2","Port3,Warehouse3","Port3,Warehouse4","Port3,Warehouse5","Port3,Warehouse6","Port3,Warehouse7"
Commodity_49,0.8417681818902548,0.39786344046155053,0.9359901290684037,0.31389892491606997,0.2817850292227043,0.020452486428323424,0.7371163251899905,0.4634154849825207,0.566352358804209,0.7335402054275285,0.4252120078679036,0.8833770254650093,0.9063211032134328,0.09544513227380791,0.08660943245214103,0.11337411569214417,0.8820870052750021,0.6954436320842534,0.27690743273789653,0.22159802373977788,0.27213839570438436
Commodity_50,0.4280587382978055,0.15791978145666952,0.6117985491665276,0.6716736614541865,0.5090108937512118,0.5484127775345471,0.544981467799427,0.9269312792832645,0.9610638779462365,0.4038089484995552,0.409368397882937,0.7098038045564297,0.9097145412522063,0.003450841231603108,0.9741048282745208,0.5463953758340561,0.635046280388778,0.43599097480273763,0.5913322479848071,0.5750143998392371,0.43362746115979234
Commodity_51,0.5695357204697791,0.542414712995597,0.8328449670978479,0.5313602470595866,0.5153929555478717,0.3784648882093594,0.07720015986835649,0.9700610159238582,0.05730619358583755,0.6511851876565167,0.6105360935790535,0.3560741083575747,0.17308214300161617,0.11054853798941366,0.40765244104039267,0.165083605082734,0.437020425074243,0.7401989304843934,0.8335479940751286,0.3126339825540799,0.14365577588352152
Commodity_52,0.14897667624655475,0.19408176158816215,0.5283313649230885,0.5457417732163083,0.17408086553254254,0.945981759748802,0.4970016034069703,0.8047849262029498,0.2996257831865826,0.5952405771598376,0.6640824706525167,0.022846940033733776,0.4716195822135779,0.8881332945123576,0.7920765008717924,0.29410802587862284,0.07728628515540814,0.8936479637719545,0.7364702066413219,0.1214167892365775,0.5090281769468484
Commodity_53,0.950458713722596,0.3524134710745579,0.8399808350527803,0.4966693164256162,0.598402120356596,0.13709617301887966,0.24632314278152112,0.40811092184037734,0.8829470771228072,0.025881858856767193,0.4249542669465951,0.3617896013798152,0.5591980612038004,0.011266840258143729,0.22464375704083506,0.2086912587776607,0.6645710250991188,0.13900311913895547,0.6708591200970229,0.5658091208955977,0.23574714470346725
Commodity_54,0.6289641683488687,0.588886865994035,0.6315867468167833,0.4605599547746312,0.05460853652811992,0.9622904980919473,0.13523995728160576,0.6957041530612675,0.938537423683535,0.44325774484399283,0.8797980840909199,0.5362353857165365,0.5356935627162177,0.5664879711976504,0.9747989472308719,0.5206566534811043,0.09017658016185826,0.3182872760014267,0.5340431846108056,0.8523206443948848,0.4998079252905211
Commodity_55,0.2551694480020368,0.24595060990965734,0.9707216970320882,0.10719618777627149,0.2942265893435878,0.08391083000163346,0.06541323302041568,0.5259383847701274,0.9105284423393489,0.23970130853575156,0.6591215390510143,0.8310478326311108,0.3396510764217283,0.382248735850509,0.8609379845309296,0.468576196967738,0.2369578058639531,0.2025822853472009,0.8360765394884383,0.9714049843567011,0.42227315517130537
Commodity_56,0.1441503912894766,0.3864181422230736,0.6592083679714474,0.3921380450201237,0.8294924614110614,0.8211758152508571,0.683283895051418,0.5188482072797176,0.24719101702429447,0.39243069747384374,0.027149188577149874,0.21730806898852328,0.8593590374370295,0.0287800870755881,0.4589439897054082,0.43174246603124833,0.4453842751451327,0.052948560621139173,0.7140626703833619,0.13932408699428367,0.24332613576989903
Commodity_57,0.5854285293410377,0.23394048124967615,0.4313928192043597,0.39805979966094285,0.02204411346051416,0.7604827108848878,0.2920743716238481,0.8133040618038001,0.5416744317879956,0.08419853734746197,0.8834720936009967,0.6185373866895714,0.03797292724592538,0.390872815695011,0.7756926637077717,0.30164745752647293,0.470727113457042,0.6035777358883833,0.5252529552352457,0.5202015489389799,0.26932434463722255
Commodity_58,0.44864009891675716,0.34655234918508815,0.5240269342219975,0.5393910959771597,0.07676441321392635,0.11197897491125153,0.3718763252271071,0.015841985234321454,0.3903790229536549,0.01215789426919911,0.5465449131237353,0.39410053868335404,0.23282858241467586,0.6706163598488762,0.6026429358076951,0.9402985337618707,0.5191977453530389,0.48029128823696843,0.30629053149172336,0.2964644550415634,0.7408001093915911
Commodity_59,0.6230272269272334,0.11290137558852287,0.34896709273054427,0.008758993247698355,0.5939996824205374,0.726813043513506,0.7127248440977547,0.729703852057061,0.717279072554902,0.8658960143007797,0.7203141949429364,0.5204586978327687,0.30477440368410824,0.5853740378241613,0.7064555336768136,0.7758899264151449,0.21426542704613538,0.9543371624161309,0.6123715509167599,0.2100108124855552,0.9879808439424753
Commodity_60,0.8991014754044409,0.7238316297848443,0.0387382932488054,0.30443090543894613,0.08120241739933154,0.13115638762967285,0.5416947925368351,0.23571808205729472,0.9942539385019155,0.33218248813276186,0.7667395368733342,0.8044024377295059,0.3684303094797018,0.3234393139066737,0.47238388914468876,0.14586084425853085,0.26184626981608594,0.8876793824789215,0.9506869739715742,0.3295901709441862,0.8798461997122556
Commodity_61,0.14233130614514022,0.9128417185966781,0.8458648680963547,0.5982281752621711,0.3509132913775015,0.20648908472302852,0.8380770818450488,0.30412342344170207,0.8427493990997388,0.9101630732086088,0.6951184746235654,0.06756423386352406,0.8108660202743704,0.6367559805325818,0.2860974959051188,0.9584009343894359,0.42674475894841735,0.3483950451590925,0.899892753771632,0.8124807312864908,0.08855307405163271
Commodity_62,0.8690668298862847,0.7969063988367329,0.5422878894016595,0.7070147156415925,0.44678611919200095,0.9839798332263118,0.7388012923676738,0.20893466832751817,0.4941712201166829,0.5927507573535443,0.9697300636959862,0.422796297353497,0.0504953134559154,0.6553457377789944,0.6165565404337925,0.7302065864190875,0.2489404119581522,0.5003260953457742,0.014549710541244654,0.8772762718455226,0.5873598620345253
Commodity_63,0.8131372668316155,0.9615732813994355,0.7157541168721512,0.16749740892836185,0.10344163835534459,0.8429574465236234,0.05291786889794592,0.8033469300623973,0.524957655077863,0.26039879985305103,0.24399971017930244,0.20147949359628525,0.3365004941506514,0.312667339425289,0.09396071836919584,0.6651243900752807,0.39555864201135393,0.1544088021733644,0.11667265952395178,0.9767696258895913,0.9923484415001597
Commodity_64,0.7032970563805337,0.3903360430849523,0.6819870653631291,0.24853536375893226,0.17320988842877783,0.7738224710463166,0.20251900473686701,0.22592033579463744,0.67475326500264,0.9817146505339207,0.19367893238697576,0.37286496249574574,0.3322941985139417,0.44414578931402826,0.3127501557324419,0.5086941537451756,0.830432012546295,0.47828567712074843,0.5655288169829283,0.1485428941086928,0.40838354796121035
Commodity_65,0.7359364921897029,0.25276160665542735,0.21103535920988736,0.08939798788878917,0.6227919789728548,0.13934843815337927,0.10173279247514133,0.6819232588291649,0.23041548481803809,0.7856030806074688,0.9483587210095181,0.25253705983800945,0.42555122399077283,0.9600635223416271,0.677621569600192,0.8183148524333217,0.9623745329613941,0.5402591466503306,0.9232253328901732,0.38727444165930947,0.07788600834276604
Commodity_66,0.5646840994380368,0.6004089043960963,0.0996921008472641,0.1661260118429475,0.4099280956782724,0.41480897136758266,0.9090859562624104,0.8310406292366385,0.9039621988941963,0.14665233809820954,0.06284341008141736,0.9128209090123703,0.8896098415395534,0.053020145942958674,0.00387049830524111,0.27720028382500506,0.42039932520858736,0.335207690589751,0.2658417077198828,0.7837093223769773,0.34300248241076225
Commodity_67,0.5808627409630275,0.7471055272817757,0.24650931712581403,0.1371848305983231,0.3657522536729997,0.08760079333046777,0.12937691470877632,0.09585560277135041,0.4460158285663336,0.9294928980505504,0.6176913831166394,0.36272849012892594,0.32254728376003705,0.7380457588075711,0.46459262193451456,0.15799727670443908,0.8465288501684379,0.8640799773094531,0.4815016001211646,0.17182581615883463,0.6839964051825064
Commodity_68,0.5301747211576135,0.9061666866208462,0.10726643514906498,0.32633656743429584,0.6359546648151879,0.927303243832478,0.07409652315096715,0.27109897248084414,0.309102708162454,0.3996207912778883,0.5057855745349848,0.9495275684741791,0.7944592427205803,0.4761859196389112,0.28060015401301164,0.9759711918179667,0.6837103652508169,0.07452992188177865,0.47260550262365486,0.39791107175294493,0.24094643262453586
Commodity_69,0.5356366827649708,0.24834872079592496,0.003617386722757132,0.7698090667875763,0.44668201553636644,0.8173200558546587,0.502388709423979,0.14906723963667756,0.9022859924369654,0.3997486929989478,0.7515282333194704,0.5674013439827538,0.22473474439010266,0.14375258176388672,0.12616072421776647,0.5115448940403365,0.4675023717650175,0.7001714207630055,0.24909163003303592,0.0629420386626427,0.5466683381671545
