,Warehouse1,Warehouse2,Warehouse3,Warehouse4,Warehouse5,Warehouse6,Warehouse7
Commodity_25,0.14405058909135057,0.12965941777662807,0.039186821859081324,0.2461323599625023,0.08840816726073386,0.13571255025082682,0.21685009379887715
Commodity_26,0.18064726605511294,0.0813805117898041,0.056874856601721056,0.12755810683303995,0.24171388292184076,0.06285148666277111,0.24897388913571017
Commodity_27,0.12855865886324389,0.21971453051179615,0.10188083578625592,0.20603971550206782,0.11524966693512045,0.20345556019504124,0.025101032206474565
Commodity_28,0.10369869844757575,0.22422749936970418,0.11168660154184487,0.10385101825662352,0.18495697991932392,0.21151773228073487,0.06006147018419281
Commodity_29,0.17840270054293658,0.14801709476637212,0.16813394518019595,0.22594825005387656,0.07076766041587701,0.14290873272979748,0.06582161631094427
Commodity_30,0.24668157661749174,0.09091905893721328,0.12110168153646511,0.11839723912943316,0.1683756800874112,0.05958786521276196,0.1949368984792236
Commodity_31,0.12639350134303162,0.2165774689440347,0.0820920176413208,0.09441356089313734,0.19088488991803143,0.18326539515904436,0.10637316610139974
Commodity_32,0.06463272722691991,0.10020877093107229,0.2129431284340101,0.16815097030530132,0.20689826529843444,0.14069826802224497,0.10646786978201693
Commodity_33,0.11747953179031449,0.0816869610246175,0.1887582805968053,0.22403680704945955,0.12021860055302146,0.20374931575210298,0.06407050323367879
Commodity_34,0.24308812601800445,0.10272476548033697,0.10629642484057233,0.2340803882993188,0.13802969676711435,0.08784425657936512,0.08793634201528788
Commodity_35,0.1769504469033936,0.09060538889955548,0.0653739939756233,0.15659707835543052,0.2210946547146283,0.1652688668658398,0.124109570285529
Commodity_36,0.22180264835624466,0.10686264301406291,0.33933492050503716,0.14655243068042345,0.0722126073584839,0.07540895078766445,0.03782579929808342
Commodity_37,0.06851867137454111,0.2022690729425882,0.1200471808835214,0.11369702555116097,0.18016318421088448,0.15034032888655327,0.16496453615075057
Commodity_38,0.05936797032789313,0.23537736636223736,0.2361435310310224,0.13441450795977242,0.04818066844834016,0.19607634135632648,0.09043961451440796
Commodity_39,0.15506967809972858,0.1552561357187273,0.1714102496417199,0.09571086632398458,0.21444029406781911,0.11510147768323492,0.09301129846478544
Commodity_40,0.029430248502340814,0.14063567120714016,0.0886486736482496,0.10790925269325094,0.24009428815637435,0.2264992956774074,0.16678257011523678
Commodity_41,0.11642865634887305,0.19696884873134798,0.17500196371839805,0.12964106440425394,0.17980691821254816,0.1276273929000743,0.07452515568450448
Commodity_42,0.20734642200658726,0.1952478745761219,0.11229630373950969,0.04089512715120078,0.09689751432985955,0.19996614444703875,0.14735061374968214
Commodity_43,0.2124237482312944,0.07741375338762033,0.1388733645545326,0.10381048937991671,0.05191826223434728,0.15496392968082306,0.2605964525314654
Commodity_44,0.16271612941059302,0.17918191418794224,0.11709158093982483,0.11266384542018422,0.19530258358227126,0.1209895167605729,0.11205442969861143
Commodity_45,0.24814623726273333,0.07826974532760332,0.08534256583581734,0.17986871847768893,0.09502091600487694,0.16949387546674097,0.14385794162453927
Commodity_46,0.15387605351145975,0.12521358480682404,0.16909509472494558,0.0675534005945763,0.08703574548418784,0.2027640444845337,0.19446207639347288
Commodity_47,0.07857354090332179,0.23373791180938722,0.12464044282271233,0.23325294499668822,0.06055222970592987,0.050910764474213936,0.21833216528774665
Commodity_48,0.023259624340894416,0.0837837991928535,0.2418086445576682,0.09546648716100167,0.24329321615610555,0.2644008801677979,0.04798734842367879
Commodity_49,0.18199573387424117,0.2567068314719761,0.04490180509365737,0.04689952897417031,0.18317857358351297,0.11612739997528365,0.17019012702715844
Commodity_50,0.21143614473877834,0.18203170912272248,0.040756613390869,0.23130191473892556,0.09480836854313882,0.06377433292157936,0.1758909165439864
Commodity_51,0.13150114805720056,0.22821040027325343,0.25977315817590235,0.20537278577293563,0.03391006475701456,0.10185503093607559,0.03937741202761781
Commodity_52,0.12647894542354804,0.18553478182202354,0.18906063772890544,0.04624932887596675,0.16780802750738447,0.14709979262297093,0.1377684860192008
Commodity_53,0.24868284508311542,0.09551869430875884,0.06682434361071311,0.1684822760976538,0.16497909832564725,0.21968325333899844,0.03582948923511315
Commodity_54,0.11558866840877986,0.1524515042939746,0.05863573961593963,0.1304565333223916,0.24946617782116964,0.13600994385996495,0.15739143267777989
Commodity_55,0.2029900526626192,0.24540462213665248,0.21020750548532557,0.059294462721656914,0.12303797568837427,0.11253429164641092,0.046531089658960675
Commodity_56,0.04464478205197596,0.13904893782116667,0.09911284336275449,0.17309610922294436,0.20678699426740632,0.08878006102272269,0.24853027225102944
Commodity_57,0.2570074582642489,0.18851545269628145,0.27439083834597267,0.0924446235047054,0.03840702027774788,0.08580979791020206,0.06342480900084159
Commodity_58,0.0570085979222659,0.18766016266840957,0.1365764568851516,0.16917109816509396,0.1609892049944906,0.12996804469942586,0.15862643466516257
Commodity_59,0.09515342445860542,0.11288523329393671,0.20958687424587155,0.16646739651412756,0.07508473990613099,0.17939939896693927,0.1614229326143886
Commodity_60,0.15872792945844552,0.20222116326768513,0.1372264004343869,0.11303921471475817,0.12074704461622898,0.1754494123578833,0.0925888351506119
Commodity_61,0.17350584150827086,0.1319782614999411,0.1900025366603963,0.1796858190860814,0.126064592277303,0.13613304127268447,0.06262990769532287
Commodity_62,0.1056882908686394,0.22638618609192632,0.18584081083667925,0.20347467933446306,0.14700634198069285,0.038873102696235326,0.09273058819136391
Commodity_63,0.23733604919822093,0.3058890483405005,0.12528998184047563,0.15990340361645228,0.06490849896817831,0.07248363571309997,0.034189382323072386
Commodity_64,0.08368221118877477,0.1665444150389683,0.20046704818627004,0.06049293536370704,0.13750950361018063,0.15208548705887706,0.1992183995532221
Commodity_65,0.20246489131739204,0.10003523402973248,0.18513415474808978,0.11938979421547981,0.08542779924133985,0.14512308671617632,0.1624250397317899
Commodity_66,0.08283346173181007,0.18869448250968826,0.12416312193357387,0.08243397907347051,0.06992836253072346,0.24330266082425123,0.20864393139648255
Commodity_67,0.1481046597116817,0.12384015138906049,0.23055820427421164,0.18771607961413023,0.05162636439933887,0.22909432421861162,0.02906021639296548
Commodity_68,0.18828411789178434,0.11231417725891596,0.21798290057259498,0.1133236715705871,0.14045088995159802,0.11367436399794051,0.1139698787565791
Commodity_69,0.04302186786006368,0.10728263759182588,0.0887504575921684,0.2720835947101462,0.18600262534021308,0.11805495094012965,0.18480386596545317
Commodity_70,0.18018470117458943,0.05279402490563782,0.19696193364241577,0.1742380838928831,0.18872145834726414,0.137348360257246,0.06975143777996373
Commodity_71,0.045631813329521195,0.12877253408215802,0.19229824629681797,0.15585701532922464,0.1891383732485895,0.1654600652348985,0.12284195247879016
Commodity_72,0.12520807831415032,0.13847150408772665,0.213383435635289,0.04896828373197708,0.13197059690105653,0.21283954851108403,0.12915855281871633
Commodity_73,0.17585736862070234,0.2401285383379952,0.251765984529581,0.10899119880218275,0.04149927050025914,0.08626617308637445,0.09549146612290524
Commodity_74,0.15395412878538758,0.1521011689383966,0.09639382548445273,0.1554693947590708,0.19430802796430394,0.17259586060852353,0.07517759345986458
Commodity_75,0.17696779544178248,0.12507881835456847,0.20967562825926098,0.14234291670739035,0.07810011045456057,0.09004594289805674,0.17778878788438043
Commodity_76,0.14164877311072008,0.14676917542637644,0.15722926717403543,0.2051377496532807,0.21779640448054202,0.08206594017190269,0.049352689983142586
Commodity_77,0.02288385504504587,0.1011284860661678,0.24856766625167862,0.17827881717647698,0.07552069049004376,0.20374833619479354,0.16987214877579337
Commodity_78,0.15431813032058211,0.1626917357093611,0.08711641224159587,0.18604629832639746,0.10724952494264911,0.14484774785367924,0.15773015060573503
Commodity_79,0.1547796224449949,0.1811126140771852,0.11286584566230908,0.14117805049871748,0.17723359486996496,0.18627511527003784,0.046555157176790325
Commodity_80,0.10847058609003765,0.1819051559030489,0.13448905337626305,0.08345385046281613,0.08681192917888746,0.19179002485276717,0.21307940013617957
Commodity_81,0.13159432844856028,0.12841527400977304,0.03197611050779517,0.12027179641561506,0.1838355491573928,0.19664194601371035,0.20726499544715338
Commodity_82,0.17018278524688968,0.17405147956082723,0.2034888695736895,0.0462468332731749,0.16995955270168328,0.12470998067241368,0.11136049897132178
Commodity_83,0.13819754211000143,0.10402160002144747,0.12745648788645175,0.2899045416283975,0.1678152063297446,0.12279808503601357,0.049806536987943545
Commodity_84,0.2345715134941553,0.14902370940730547,0.04308570615950158,0.11758811158216378,0.084764795616851,0.1403017712355875,0.2306643925044353
Commodity_85,0.14048774597574057,0.12382423766378882,0.13025645262667074,0.04264438644711736,0.17788502157432753,0.19775148077476007,0.187150674937595
Commodity_86,0.14681131299545788,0.2069564642242419,0.19427650139472968,0.21464917483036763,0.023628743832358207,0.14411012150862212,0.06956768121422252
Commodity_87,0.18806737317160901,0.07349718980499849,0.09125304114451431,0.1362324898486535,0.18534916162412132,0.14856721253153404,0.17703353187456927
Commodity_88,0.1845684028712546,0.20922063411911707,0.07726047593895047,0.09478683680211139,0.18007662876065178,0.1801004140051467,0.07398660750276798
Commodity_89,0.11452631647688291,0.09090853033729505,0.1121987915531244,0.19848957714233031,0.2059437150875791,0.24739577914285607,0.030537290259932143
Commodity_90,0.13139198611212694,0.11332414993745268,0.15694600724224755,0.20998264749918533,0.14332030129368903,0.03178056735488257,0.2132543405604159
Commodity_91,0.1942359223624482,0.15540845842097264,0.06011913827395057,0.26619054111876955,0.22022069693769508,0.06382862671806765,0.03999661616809636
Commodity_92,0.11125526755508855,0.21828051307972843,0.08848512694408724,0.09442005272687767,0.1688911173072499,0.09155003983328237,0.22711788255368592
Commodity_93,0.1730082661142219,0.07729302982385075,0.21569133479261318,0.08916023632305521,0.19660070696844995,0.04797014626359914,0.20027627971420986
Commodity_94,0.16312807139743712,0.0766655845589027,0.17352873670873237,0.09952649777739257,0.09287050907879814,0.2900052537346219,0.10427534674411525
Commodity_95,0.031730210359305164,0.11319697880843982,0.23352194547584784,0.2740236172711048,0.20174535095762966,0.09735365421751593,0.04842824291015689
Commodity_96,0.19225039071988,0.13051795560926813,0.16519875960957378,0.2877004626406703,0.040124630213901585,0.04513349611943341,0.1390743050872729
Commodity_97,0.02481282392843436,0.25016605201364783,0.0827949831744869,0.12379818749548373,0.21385028986317176,0.12026524409342385,0.18431241943135146
Commodity_98,0.10196776709431522,0.1833175357823032,0.11310278310610401,0.16936588265317837,0.18363611655157713,0.13623353533363347,0.11237637947888851
Commodity_99,0.08098106568861531,0.18499766730973502,0.26285754857633403,0.15129971810055037,0.15894406290830662,0.09786588463444741,0.06305405278201119
Commodity_100,0.1395657116334223,0.23001948442314302,0.13948920692697633,0.07432860636565822,0.09422256790784807,0.18167965212700965,0.14069477061594232
Commodity_101,0.03566205076675707,0.23957779175787997,0.10021598246717688,0.1135274786521614,0.11430308650218411,0.19801484267684566,0.198698767176995
Commodity_102,0.1830328125258801,0.14245939579898795,0.0815757095747877,0.1021871116235202,0.2147504030800488,0.1535191865747153,0.12247538082205996
Commodity_103,0.1595513837436615,0.18304954297459752,0.19340084759010998,0.23633174446705732,0.08090828867052481,0.0840775626147916,0.06268062993925733
Commodity_104,0.09081965823612435,0.15985262566529237,0.16341014027470765,0.17078580563275533,0.18343644419510866,0.14284810100410472,0.0888472249919069
Commodity_105,0.029280908277524484,0.10174179013079479,0.03462221239494186,0.29009967190604785,0.29160538227711236,0.06533466793527934,0.1873153670782992
Commodity_106,0.13584876216182665,0.2927896590251499,0.16050867346098047,0.1593760582318587,0.1678631989099647,0.04673580603990606,0.03687784217031347
Commodity_107,0.10479446065436601,0.1519542427259263,0.18882287564573585,0.06262821577361659,0.19143183799428493,0.21339709299432563,0.08697127421174469
Commodity_108,0.11481937344352836,0.16806226366109775,0.0827628269153082,0.10824355873102837,0.1625997580395228,0.15146407439184156,0.2120481448176731
Commodity_109,0.2002979815644158,0.20016441433840698,0.08298341826030127,0.1483349147237221,0.07017776552176397,0.17702004712230263,0.1210214584690872
Commodity_110,0.18555307685098085,0.21554407817719098,0.23749965699018802,0.07822387854228138,0.07076420704249282,0.13891756048710385,0.07349754190976213
Commodity_111,0.16828511355847586,0.09969120278325834,0.24649412068614054,0.09807132800935958,0.04703824083346137,0.13590466293184825,0.20451533119745588
Commodity_112,0.2032607660171662,0.10345435006537264,0.04090234955539414,0.09853890514781219,0.10962388649429379,0.2560068530160957,0.18821288970386532
Commodity_113,0.0806777058295457,0.16182428563366758,0.06289404493458685,0.20964376017196384,0.25543929097221935,0.09960813895931117,0.12991277349870564
Commodity_114,0.16401437970973287,0.09573875891451536,0.08749994379868642,0.162412871961884,0.16920054992802167,0.11588929835944645,0.2052441973277133
Commodity_115,0.03506998179417243,0.21697989452757865,0.18954351479141998,0.21636250785051825,0.09420918619794282,0.07328328409405196,0.17455163074431587
Commodity_116,0.19213159223220744,0.10702067612793509,0.03432266892712696,0.19138983035870263,0.07740146226148419,0.19640658730383742,0.20132718278870615
Commodity_117,0.10623340254318928,0.2181588485992632,0.04859562478809055,0.23381128420172875,0.054130220542564667,0.2536617696725882,0.08540884965257542
Commodity_118,0.17096902570010822,0.07404530992177269,0.07710168689809124,0.17538203782870126,0.05305240066933193,0.1816201254203601,0.2678294135616346
Commodity_119,0.12724111237581348,0.0910314616676059,0.1459312304121978,0.09875866800526391,0.19585108149252634,0.18891277097294085,0.1522736750736517
Commodity_120,0.10314992146008395,0.07851227312284327,0.08980813641010571,0.1366482196265399,0.23618616460886332,0.20821155986199616,0.1474837249095677
Commodity_121,0.029141104721495087,0.20236959111471492,0.13996488535814952,0.22069745753748052,0.03656965014261462,0.22415036211717973,0.1471069490083656
Commodity_122,0.09344114046691178,0.1652092589104431,0.1608185086421547,0.12074207446497112,0.16009819491739571,0.14076012791653253,0.1589306946815912
Commodity_123,0.10026639631084162,0.24539461895970507,0.0488266767043166,0.09682796105440873,0.29676255815402475,0.13719861564228747,0.07472317317441592
Commodity_124,0.12178621408430888,0.1360294446329911,0.03782075729082198,0.19605186238157848,0.1840432624074484,0.1735075740373993,0.1507608851654517
Commodity_125,0.05302841655679236,0.23674612944011691,0.13963908317824195,0.15302696992256482,0.18561818750244946,0.1785683834529903,0.053372829946844176
Commodity_126,0.16988426835708184,0.07039027320938525,0.1672490061312538,0.04650720086909304,0.18646285149526168,0.20393007768030336,0.1555763222576209
Commodity_127,0.16790404972886624,0.13472175881952683,0.1826350415707653,0.1827120651633154,0.14804243158786892,0.08066012485430792,0.10332452827534952
Commodity_128,0.04532161448196817,0.25461561939170874,0.10040617893203352,0.1642693312497273,0.037513461987555306,0.26043354540463487,0.13744024855237216
Commodity_129,0.19080812906952554,0.172791147949083,0.08871828293788868,0.1740580306315674,0.037332835692280596,0.15626465046789517,0.1800269232517595
Commodity_130,0.03212172356450942,0.29562850947946934,0.08316622120265979,0.1873506905632191,0.19103967547515804,0.1722538285538261,0.038439351161158195
Commodity_131,0.19738964707545137,0.22917542448617445,0.07769781378165432,0.2309450955693214,0.0667874076286887,0.07427032889935914,0.12373428255935043
Commodity_132,0.15444058535370533,0.14144173186002298,0.11346062358799626,0.23490875840574965,0.07627658584269556,0.11053155213547323,0.16894016281435706
Commodity_133,0.2371608430140733,0.2878031181469234,0.07411699550677521,0.05106406512678341,0.07736523052693262,0.19726736968868486,0.07522237798982727
Commodity_134,0.21031325157164604,0.08736251089004042,0.1930119253821137,0.22330992156101817,0.10062446393976446,0.039061485836400255,0.14631644081901696
Commodity_135,0.2546344684561776,0.24264948576249248,0.07756148562027401,0.06680796762159565,0.09511983883316126,0.16050926224410306,0.102717491462196
Commodity_136,0.19542561977128287,0.12182696036629348,0.11938413440509861,0.15191655101610224,0.2087995813827823,0.1528132853731968,0.04983386768524379
Commodity_137,0.04769244563331224,0.2968003700207798,0.15544626169112244,0.09944773833398429,0.1472216115033696,0.1505865770415034,0.10280499577592817
Commodity_138,0.1154831128513405,0.11986684741550062,0.05736907951988457,0.13511783351693402,0.3016381294242212,0.07872599460035516,0.19179900267176384
Commodity_139,0.14939932559621746,0.1596089281887743,0.20003582278838974,0.12532861422509006,0.15520658229911252,0.10668723619126345,0.10373349071115262
Commodity_140,0.16536283822170456,0.1885752298134379,0.15518292912288503,0.07655178982821562,0.10721137175503433,0.17854502076697593,0.12857082049174673
Commodity_141,0.037731368069926004,0.0794522405046929,0.28133744776210307,0.21708648132064867,0.27186154660534656,0.06805959242032454,0.04447132331695825
Commodity_142,0.05919537632647934,0.0884882313042708,0.13759616218471515,0.20088209042983682,0.14811999517890437,0.11899655808755104,0.24672158648824252
Commodity_143,0.11021208149494427,0.23965680865547664,0.07867374499192949,0.12083130223191241,0.04075757727881359,0.2332206158409356,0.17664786950598804
Commodity_144,0.2650185736667233,0.13294042348269333,0.032211941913719164,0.18158838150203313,0.16322112545859319,0.10133798803265469,0.1236815659435832
Commodity_145,0.2006868688403459,0.192894811328738,0.09025651263587346,0.1343419976800676,0.08463226251232138,0.18273535698130364,0.11445219002135
Commodity_146,0.09021633333894513,0.16388060536095983,0.2452894994293429,0.2200856451678649,0.07717591463528833,0.11653902940140386,0.08681297266619499
Commodity_147,0.08294615556740234,0.10660523585512449,0.18672145332162401,0.1806230532238673,0.08564164724638157,0.16839900631172905,0.18906344847387113
Commodity_148,0.11706754527380346,0.1855610792918929,0.1893385152914286,0.21124568595159543,0.058798260263646984,0.1592574333229479,0.07873148060468468
Commodity_149,0.11333266981924267,0.154186210821395,0.13558920440548108,0.06678269851718363,0.14146294574541368,0.17587333979004044,0.2127729309012436
Commodity_150,0.18077489784982412,0.20053645334727999,0.05363855655933091,0.15307015108252725,0.1529759633300225,0.08872380163761866,0.1702801761933967
Commodity_151,0.1961559758388654,0.21025783274895152,0.22922204226301995,0.13846427612625947,0.0426443326889878,0.05554318958879579,0.12771235074512
Commodity_152,0.19694796999556954,0.2263004217620086,0.09945971201011468,0.1580389912653895,0.10099747714468382,0.04010734212792902,0.17814808569430482
Commodity_153,0.20739419949095841,0.09198290376361044,0.2064008150924741,0.16529118811971,0.08319818415783305,0.047940068456953144,0.1977926409184609
Commodity_154,0.19328584427589834,0.18187386063855585,0.03585911816808981,0.12412198643629245,0.23480546415318876,0.13015088556904242,0.09990284075893222
Commodity_155,0.1800775853292103,0.2467800005758047,0.2524052220690142,0.12797313783527425,0.034270429262942104,0.07360196362658603,0.08489166130116825
Commodity_156,0.10759832372052869,0.08742429268768095,0.15192161752624508,0.05786106598848089,0.12077969662447378,0.2493465265201439,0.22506847693244666
Commodity_157,0.20640922520208302,0.22861148155794242,0.07204779952812743,0.09807211011260801,0.21005476830076522,0.08554815507953588,0.099256460218938
Commodity_158,0.16555450002286468,0.22609326818209483,0.10356232476558952,0.2326152043811525,0.07220719087950923,0.14263428809501963,0.057333223673769564
Commodity_159,0.1931617351157553,0.14687818943770278,0.08337101846761087,0.10806343782448738,0.1014034680040384,0.18058294743610595,0.18653920371429938
Commodity_160,0.19009915645394418,0.09088061255586595,0.22407207081333227,0.04861183621519597,0.07825001059966984,0.17133078329990273,0.19675553006208904
Commodity_161,0.1349043185632941,0.2501237927424024,0.08573347554056925,0.12886966568662023,0.11393728574893491,0.05421945762796299,0.23221200409021603
Commodity_162,0.11950177122270095,0.1772220331928433,0.05190351847977992,0.0774135977518952,0.17460558737066512,0.22373036261287568,0.17562312936923982
Commodity_163,0.16996490639873857,0.20474715935206714,0.18682156939358577,0.03133113932936307,0.18845192806050415,0.038138459777838016,0.18054483768790333
Commodity_164,0.03160870274309724,0.08870482482648835,0.09778635083403033,0.21320111780275394,0.24573647862657802,0.1782382797627788,0.1447242454042734
Commodity_165,0.06067957707064043,0.1176512357977167,0.16668852795122316,0.2095848852083915,0.19365208095508904,0.032220115159215176,0.21952357785772403
Commodity_166,0.22626725150841964,0.09505827806853681,0.224128052254794,0.12540604113978876,0.08757687212002481,0.1409079067152359,0.10065559819320007
Commodity_167,0.2489708424326107,0.17195408650196334,0.09233267330981045,0.12554985329720303,0.14644885263104454,0.09882848107230754,0.11591521075506052
Commodity_168,0.17614578581479004,0.12436078591806801,0.045595557522090956,0.07763679725182208,0.05900665211930127,0.2789177744167751,0.23833664695715254
Commodity_169,0.16407051093710023,0.3188554224064526,0.056220088211345595,0.12685499589621257,0.2571327856353588,0.05204873450930204,0.024817462404228136
Commodity_170,0.18033324559385422,0.17278588521836666,0.13332101646843006,0.07542315507902797,0.097772114466915,0.18829714825335933,0.1520674349200467
Commodity_171,0.07314448955430046,0.21056959698626151,0.1570100149244918,0.2213439784718148,0.08468220432849444,0.05652647190454746,0.19672324383008952
Commodity_172,0.11814456305177477,0.11171083455267578,0.1826135685970152,0.12221122739043903,0.16169587326420382,0.12064735051249663,0.1829765826313947
Commodity_173,0.12038954460509606,0.0856679182233784,0.21051808254878718,0.19150341797196785,0.09741446587621246,0.13922660271354026,0.15527996806101774
Commodity_174,0.2691485837392184,0.2841836327418182,0.2112018556507889,0.04521576543018454,0.07198511427617753,0.09459354413845793,0.023671504023354457
Commodity_175,0.11489046754234726,0.20318819662585286,0.18193665244201573,0.1696388703268501,0.07463138793773694,0.1448349351371745,0.11087948998802269
Commodity_176,0.03684157209795446,0.24715537288009978,0.22343459470830793,0.15282976043925117,0.049157534167047455,0.14766173534162869,0.14291943036571053
Commodity_177,0.10372308449615258,0.20216826206400218,0.12639751752286757,0.13570737640853717,0.1949809375340819,0.20229556043918526,0.03472726153517327
Commodity_178,0.20168143580347722,0.11762018174887805,0.08218586588537377,0.20370034083212124,0.16599355300646465,0.1034533354373398,0.1253652872863452
Commodity_179,0.023138613699961962,0.12926219169498177,0.15743772898594807,0.179469833479814,0.1353517445991746,0.2536286575167878,0.1217112300233318
Commodity_180,0.1351584741279637,0.14365220178625818,0.17673760688495996,0.18574996551197062,0.08326394149946251,0.1400346813970153,0.13540312879236985
Commodity_181,0.09719614875842647,0.1506420674848319,0.20167696240078706,0.03639156387391838,0.13116909405028465,0.1967467648775724,0.18617739855417917
Commodity_182,0.0707186497621845,0.11615092208899602,0.2534669667680979,0.12337465213946991,0.17294861001295397,0.2191586111988508,0.04418158802944696
Commodity_183,0.08556268140800723,0.07097796179187048,0.19822989419866333,0.22534448184500022,0.06399807275342259,0.1972419590134066,0.15864494898962953
Commodity_184,0.16457388451015859,0.17467866275964916,0.23323655034630086,0.04791891146584606,0.20156388392156163,0.06730173346136709,0.11072637353511657
Commodity_185,0.09676027690810386,0.21683327712131595,0.1620717838130562,0.056364762327729245,0.19919668063353385,0.08436918562027935,0.18440403357598142
Commodity_186,0.09267485841766013,0.24731598631199297,0.10234965887108954,0.18924032073010172,0.13329147000380662,0.14943838849493432,0.08568931717041477
Commodity_187,0.1522959511297379,0.09706412879486657,0.18794073672056083,0.19452362267629347,0.028376770351892486,0.18661096490676865,0.15318782541988013
Commodity_188,0.12181155995513519,0.29316673211245503,0.0782189918824683,0.1866841437679332,0.12791929549249553,0.059573306314057745,0.13262597047545513
Commodity_189,0.10760071755760355,0.19053629431142904,0.07551229971596865,0.20075810183120865,0.05262340480689174,0.18550936463454976,0.18745981714234874
Commodity_190,0.1689771311453724,0.12073057657378214,0.1023986909502928,0.277679384991243,0.05142625881185713,0.2251635848052764,0.05362437272217606
Commodity_191,0.18015740748183473,0.2083033589763447,0.11362356176238922,0.12584582643433684,0.09724950609214071,0.20189583208263526,0.07292450717031866
Commodity_192,0.04693632416058025,0.23614350641552495,0.19534826018897683,0.1260666078644888,0.057017542135661445,0.08991338423489156,0.24857437499987597
Commodity_193,0.11882929273438347,0.06489434631834498,0.20225374220377315,0.1650538208090307,0.20330037669704393,0.04580560756519699,0.19986281367222672
Commodity_194,0.06764629543302408,0.13472535679004863,0.06061236334486485,0.10063594410916041,0.1540264334986638,0.22832803887810207,0.2540255679461361
Commodity_195,0.14783857050524518,0.13283843116195632,0.07403004733937513,0.21919609113890784,0.042940333312215376,0.24322310371431496,0.13993342282798515
Commodity_196,0.17256273193180838,0.22763476866881308,0.16650475399101228,0.06437150442432878,0.21109962906804822,0.06674515752462158,0.09108145439136775
Commodity_197,0.08415620970206586,0.14684864597761954,0.17483103524786484,0.22401071498597966,0.06375831243763089,0.1571048361708585,0.14929024547798056
Commodity_198,0.026669473938073625,0.18648777333098557,0.08939026690623916,0.14310168209984717,0.048913957073924506,0.21596713731079442,0.2894697093401355
